checked_at,source_kind,url,final_url,facility_count,sample_facility_names,sample_facility_ids,http_status,ok,error,load_ms,html_bytes,charset,page_title,meta_description,h1_count,h1_text,h2_count,text_chars,image_count,css_count,css_bytes,table_count,deprecated_tag_count,has_viewport,has_media_query,has_flex_grid,has_responsive_units,has_canonical,has_og,has_schema,has_favicon,has_tel,has_address,has_hours,has_map,has_sns,sns_platforms,design_score,clarity_score,content_score,cleanliness_score,speed_score,seo_score,mobile_score,sns_score,total_score,grade,notes
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=204,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=204,1,土岐市及び瑞浪市休日急病診療所,name_tel:土岐市及び瑞浪市休日急病診療所|0572-59-1500,200,1,,2901,46560,euc-jp,岐阜県 東濃地方の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1017,32,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,62,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=205,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=205,1,下呂市休日診療所,name_tel:下呂市休日診療所|0576-24-1200,200,1,,2343,46617,euc-jp,岐阜県 飛騨地方の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,994,32,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,76,69,45,0,65,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=206,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=206,4,岐阜県口腔保健センター障害者歯科診療所|岐阜市休日急病歯科センター|岐阜市休日急病センター|小児夜間急病センター,name_tel:岐阜県口腔保健センター障害者歯科診療所|058-275-1391|name_tel:岐阜市休日急病歯科センター|058-253-7337|name_tel:岐阜市休日急病センター|058-253-7277|name_tel:小児夜間急病センター|058-251-1101,200,1,,2292,53659,euc-jp,岐阜県 岐阜市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1618,54,3,2641,13,26,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,67,76,69,45,0,66,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:26
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=207,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=207,3,大垣市急患医療センター|大垣市休日歯科診療所|小児夜間救急室,name_tel:大垣市急患医療センター|0584-73-9090|name_tel:大垣市休日歯科診療所|0584-81-6540|name_tel:小児夜間救急室|0584-81-3341,200,1,,2329,50809,euc-jp,岐阜県 大垣市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1214,47,3,2641,10,20,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,67,76,69,45,0,66,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:20
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=208,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=208,1,各務原市休日急病診療所,name_tel:各務原市休日急病診療所|058-383-9151,200,1,,2156,46578,euc-jp,岐阜県 各務原市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,991,32,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,76,69,45,0,65,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=21,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=21,1,春日井市休日・平日夜間急病診療所,name_tel:春日井市休日・平日夜間急病診療所|0568-84-3060,200,1,,2690,48424,euc-jp,愛知県 春日井市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1279,33,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,72,62,69,45,0,65,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=210,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=210,2,小児夜間初期救急診療室|高山市休日診療所,name_tel:小児夜間初期救急診療室|0577-32-1115|name_tel:高山市休日診療所|0577-35-3175,200,1,,2682,49072,euc-jp,岐阜県 高山市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1194,40,3,2641,7,14,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,62,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:14
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=212,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=212,1,初期夜間急病診療支援室,name_tel:初期夜間急病診療支援室|0575-22-2211,200,1,,2777,46594,euc-jp,岐阜県 関市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,892,33,3,2641,4,8,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,62,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:8
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=23,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=23,1,東名古屋医師会休日急病診療所,name_tel:東名古屋医師会休日急病診療所|0561-73-7555,200,1,,2979,47632,euc-jp,愛知県 日進市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1076,32,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,62,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=27,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=27,1,稲沢市休日診療所,name_tel:稲沢市休日診療所|0587-36-3006,200,1,,3165,48139,euc-jp,愛知県 稲沢市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1082,34,3,2641,4,8,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,62,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:8
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=3,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=3,1,昭和区休日急病診療所,name_tel:昭和区休日急病診療所|052-763-3115,200,1,,3235,46604,euc-jp,名古屋市 昭和区の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,913,33,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,62,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=35,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=35,2,海部地区急病診療所|津島地区休日急病診療所,name_tel:海部地区急病診療所|0567-25-5210|name_tel:津島地区休日急病診療所|0567-24-3611,200,1,,1710,50541,euc-jp,愛知県 津島市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1344,41,3,2641,7,13,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,72,76,69,45,0,67,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:13
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=39,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=39,1,小牧市休日急病診療所,name_tel:小牧市休日急病診療所|0568-75-2070,200,1,,2016,47872,euc-jp,愛知県 小牧市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1117,32,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,76,69,45,0,65,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=4,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=4,1,千種区休日急病診療所・東部平日夜間急病センター,name_tel:千種区休日急病診療所・東部平日夜間急病センター|052-733-1191,200,1,,2512,46718,euc-jp,名古屋市 千種区の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,965,33,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,62,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=40,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=40,1,江南市休日急病診療所,name_tel:江南市休日急病診療所|0587-56-4112,200,1,,2596,47848,euc-jp,愛知県 江南市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1163,32,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,62,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=47,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=47,2,一宮市休日急病診療所|一宮市口腔衛生センター,name_tel:一宮市休日急病診療所|0586-71-2766|name_tel:一宮市口腔衛生センター|0586-72-5548,200,1,,1871,50279,euc-jp,愛知県 一宮市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1360,39,3,2641,7,13,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,72,76,69,45,0,67,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:13
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=48,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=48,2,豊田市立南部休日救急内科診療所|豊田加茂医師会立休日救急内科診療所,name_tel:豊田市立南部休日救急内科診療所|0565-85-0099|name_tel:豊田加茂医師会立休日救急内科診療所|0565-32-7150,200,1,,1729,50318,euc-jp,愛知県 豊田市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1185,41,3,2641,7,13,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,76,69,45,0,65,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:13
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=5,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=5,1,天白区休日急病診療所,name_tel:天白区休日急病診療所|052-801-0599,200,1,,2265,46591,euc-jp,名古屋市 天白区の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,913,33,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,76,69,45,0,65,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=50,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=50,2,岡崎市医師会公衆衛生センター夜間急病診療所|岡崎歯科総合センター 平日夜間診療・休日診療,name_tel:岡崎市医師会公衆衛生センター夜間急病診療所|0564-52-1906|name_tel:岡崎歯科総合センター平日夜間診療・休日診療|0564-21-8000,200,1,,2083,50654,euc-jp,愛知県 岡崎市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1374,42,3,2641,7,14,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,72,76,69,45,0,67,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:14
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=51,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=51,1,安城市休日夜間急病診療所,name_tel:安城市休日夜間急病診療所|0566-76-2022,200,1,,2162,48300,euc-jp,愛知県 安城市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1234,33,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,72,76,69,45,0,67,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=52,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=52,1,刈谷医師会休日診療所,name_tel:刈谷医師会休日診療所|0566-24-1111,200,1,,2453,47979,euc-jp,愛知県 刈谷市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1157,33,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,76,69,45,0,65,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=6,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=6,1,中川区休日急病診療所・西部平日夜間急病センター,name_tel:中川区休日急病診療所・西部平日夜間急病センター|052-361-7271,200,1,,2666,46746,euc-jp,名古屋市 中川区の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,969,33,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,62,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=60,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=60,2,豊橋市休日夜間急病診療所|豊橋市歯科医師会休日夜間歯科診療所,name_tel:豊橋市休日夜間急病診療所|0532-48-1110|name_tel:豊橋市歯科医師会休日夜間歯科診療所|0532-39-9177,200,1,,2542,50401,euc-jp,愛知県 豊橋市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1267,41,3,2641,7,13,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,72,62,69,45,0,65,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:13
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=61,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=61,2,豊川歯科医療センター|豊川市休日夜間急病診療所,name_tel:豊川歯科医療センター|0533-84-7757|name_tel:豊川市休日夜間急病診療所|0533-89-0616,200,1,,2866,50275,euc-jp,愛知県 豊川市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1238,41,3,2641,7,13,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,72,62,69,45,0,65,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:13
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=63,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=63,2,碧南市休日歯科診療所|碧南市休日診療所,name_tel:碧南市休日歯科診療所|0566-46-3700|name_tel:碧南市休日診療所|0566-48-4141,200,1,,2976,50275,euc-jp,愛知県 碧南市の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1215,41,3,2641,7,13,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,72,62,69,45,0,65,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:13
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=8,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=8,1,中村区休日急病診療所,name_tel:中村区休日急病診療所|052-471-8311,200,1,,2751,46690,euc-jp,名古屋市 中村区の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,915,33,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,62,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=9,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=9,1,西区休日急病診療所,name_tel:西区休日急病診療所|052-531-2929,200,1,,2704,46610,euc-jp,名古屋市 西区の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,913,33,3,2641,4,7,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,62,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:7
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=98,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=98,2,蒲郡市休日急病診療所|蒲郡市休日歯科診療所,name_tel:蒲郡市休日急病診療所|0533-67-2555|name_tel:蒲郡市休日歯科診療所|0533-69-8020,200,1,,1868,50395,euc-jp,愛知県 西三河地方の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1299,41,3,2641,7,13,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,72,76,69,45,0,67,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:13
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=99,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00001&area=99,2,新城休日診療所|新城市夜間診療所,name_tel:新城休日診療所|0536-23-3665|name_tel:新城市夜間診療所|0536-24-1161,200,1,,1959,50414,euc-jp,愛知県 東三河地方の休日診療所 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1251,41,3,2641,7,13,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,72,76,69,45,0,67,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:13
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00002&area=1,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00002&area=1,4,服部病院|熱田リハビリテーション病院|協立総合病院|水谷病院,name_tel:服部病院|052-681-6561|name_tel:熱田リハビリテーション病院|052-682-3077|name_tel:協立総合病院|052-654-2211|name_tel:水谷病院|052-681-7711,200,1,,2308,50543,euc-jp,名古屋市 熱田区の病院 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1291,43,3,2641,9,17,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,67,76,69,45,0,66,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:17
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00002&area=10,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00002&area=10,1,AOI名古屋病院,name_tel:AOI名古屋病院|052-932-7152,200,1,,2493,44670,euc-jp,名古屋市 東区の病院 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,816,25,3,2641,2,2,1,0,0,0,0,0,0,0,1,1,0,1,0,,49,76,54,85,76,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; 診療時間情報弱い; SNSリンク未検出; 古いHTMLタグ:2
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00002&area=101,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00002&area=101,13,石田胃腸科病院|小山田記念温泉病院|富田浜病院|山中胃腸科病院|県立総合医療センター,name_tel:石田胃腸科病院|059-353-3313|name_tel:小山田記念温泉病院|059-328-1260|name_tel:富田浜病院|059-365-0023|name_tel:山中胃腸科病院|059-345-0511|name_tel:県立総合医療センター|059-345-2321,200,1,,2547,58401,euc-jp,三重県 四日市市の病院 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1901,63,3,2641,22,37,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,67,62,69,45,0,64,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:37
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00002&area=102,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00002&area=102,1,三重北医療センター 菰野厚生病院,name_tel:三重北医療センター菰野厚生病院|059-393-1212,200,1,,2590,47173,euc-jp,三重県 三重郡菰野町の病院 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1034,34,3,2641,4,8,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,66,72,62,69,45,0,63,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:8
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00002&area=105,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00002&area=105,8,青木記念病院|桑名市総合医療センター|桑名病院|多度あやめ病院|長島中央病院,name_tel:青木記念病院|0594-22-1711|name_tel:桑名市総合医療センター|0594-22-1211|name_tel:桑名病院|0594-22-0460|name_tel:多度あやめ病院|0594-48-2171|name_tel:長島中央病院|0594-45-0555,200,1,,1782,47438,euc-jp,三重県 桑名市の病院 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1086,25,3,2641,9,9,1,0,0,0,0,0,0,0,1,1,0,1,0,,42,76,54,67,76,69,45,0,60,C,HTTPSではない; レスポンシブCSS弱い; 診療時間情報弱い; SNSリンク未検出; 古いHTMLタグ:9
2026-05-27T15:48:49.206Z,iryou_map,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00002&area=106,http://www.iryou-map.co.jp/search/kamoku/step3.php?kamoku=00002&area=106,8,高木病院|塩川病院|鈴鹿医療科学大学附属桜の森病院|鈴鹿回生病院|鈴鹿厚生病院,name_tel:高木病院|059-382-1385|name_tel:塩川病院|059-378-1417|name_tel:鈴鹿医療科学大学附属桜の森病院|059-340-7411|name_tel:鈴鹿回生病院|059-375-1212|name_tel:鈴鹿厚生病院|059-382-1401,200,1,,2014,49640,euc-jp,三重県 鈴鹿市の病院 - 検索は医療マップ,"名古屋市の病院マップ。愛知県、三重県、静岡県、岐阜県の病院マップ。病院・薬局・介護など医療機関の情報20,000件以上。",1,,0,1216,35,3,2641,11,15,1,0,0,0,0,0,0,0,1,1,1,1,0,,42,92,76,67,76,69,45,0,66,C,HTTPSではない; レスポンシブCSS弱い; SNSリンク未検出; 古いHTMLタグ:15
